"id","celebrate","main","cooked","stuffing","cranberry","gravy","brussel.sprouts","carrots","cauliflower","corn","cornbread","fruit.salad","green.beans","mac.n.cheese","mashed.potatoes","rolls","squash","salad","yams.sweet.potato","apple.pie","buttermilk.pie","cherry.pie","chocolate.pie","coconut.pie","keylime.pie","peach.pie","pecan.pie","pumpkin.pie","sweet.potato.pie","apple.cobbler","blondies","brownies","carrot.cake","cheesecake","cookies","fudge","ice.cream","peach.cobbler","pray","friendsgiving","black.friday","area.live","age","gender","income","DivName","celebrate01","gravy01","friendsgiving01","black.friday01","brussel.sprouts01","carrots01","cauliflower01","corn01","cornbread01","fruit.salad01","green.beans01","mac.n.cheese01","mashed.potatoes01","rolls01","squash01","salad01","yams.sweet.potato01","apple.pie01","buttermilk.pie01","cherry.pie01","chocolate.pie01","coconut.pie01","keylime.pie01","peach.pie01","pecan.pie01","pumpkin.pie01","sweet.potato.pie01","apple.cobbler01","blondies01","brownies01","carrot.cake01","cheesecake01","cookies01","fudge01","ice.cream01","peach.cobbler01"
4337275528,"Yes","Turkey","Baked","None","None","Yes","","Carrots","","Corn","Cornbread","Fruit salad","Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","Apple","","Cherry","","","","","","Pumpkin","","","","Brownies","","","Cookies","Fudge","Ice cream","","Yes","No","No","Rural","18 - 29","Male","$25,000 to $49,999","West North Central",1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0
4337262725,"Yes","Turkey","Baked","Bread-based","Canned","Yes","Brussel sprouts","","","","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","","","","","","Key lime","","Pecan","Pumpkin","","","","","","","Cookies","","","","Yes","No","No","Suburban","45 - 59","Male","$125,000 to $149,999","West South Central",1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
4337256857,"Yes","Turkey","Roasted","Bread-based","None","Yes","","","","Corn","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","","","","","","","","","","Pecan","Pumpkin","","","","","","","","","","","No","No","No","Urban","45 - 59","Male","$25,000 to $49,999","West North Central",1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4337249904,"Yes","Turkey","Roasted","Rice-based","Homemade","Yes","Brussel sprouts","Carrots","Cauliflower","","Cornbread","","Green beans/green bean casserole","","Mashed potatoes","","","","Yams/sweet potato casserole","","","","","","","","","Pumpkin","","","","","","","","","","","No","No","No","Suburban","30 - 44","Male","$50,000 to $74,999","East North Central",1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4337247953,"Yes","Turkey","Roasted","Bread-based","Canned","Yes","","Carrots","","Corn","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","","","","Chocolate","","","","Pecan","Pumpkin","","","","","","","","","","","Yes","Yes","No","Suburban","18 - 29","Male","$50,000 to $74,999","South Atlantic",1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4337235972,"Yes","Turkey","Baked","Bread-based","Canned","Yes","","Carrots","","Corn","","Fruit salad","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","Apple","","Cherry","","","","","","Pumpkin","","","","","Carrot cake","Cheesecake","Cookies","","Ice cream","","Yes","No","No","Rural","45 - 59","Male","$75,000 to $99,999","Middle Atlantic",1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0
4337235398,"Yes","Turkey","Roasted","Bread-based","Canned","Yes","","Carrots","","Corn","Cornbread","","Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","Apple","","","","","Key lime","","Pecan","Pumpkin","Sweet Potato","","","","Carrot cake","","","","Ice cream","Peach cobbler","Yes","No","Yes","Suburban","18 - 29","Male","$50,000 to $74,999","South Atlantic",1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1
4337229414,"Yes","Turkey","Roasted","Bread-based","Homemade","Yes","Brussel sprouts","Carrots","","","","Fruit salad","","","Mashed potatoes","Rolls/biscuits","Squash","Vegetable salad","","Apple","","","","","","","","Pumpkin","","Apple cobbler","","","Carrot cake","","","","","","Yes","Yes","Yes","Urban","45 - 59","Male","$100,000 to $124,999","Middle Atlantic",1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
4337225703,"Yes","Turkey","Fried","Bread-based","Homemade","Yes","","Carrots","","Corn","","","Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","","Squash","","","","","","","","","","","Pumpkin","Sweet Potato","","","Brownies","","","","Fudge","Ice cream","","Yes","Yes","No","Urban","18 - 29","Male","$100,000 to $124,999","East South Central",1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
4337220006,"Yes","Turkey","Baked","Bread-based","Canned","Yes","","Carrots","","Corn","","","","Macaroni and cheese","Mashed potatoes","Rolls/biscuits","","Vegetable salad","","","","","","","","","","","","","","","","","","","","","Yes","No","No","Suburban","45 - 59","Male","$100,000 to $124,999","South Atlantic",1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337217411,"Yes","Turkey","Baked","Bread-based","Canned","Yes","","Carrots","","Corn","","Fruit salad","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","","","","Chocolate","","","","Pecan","Pumpkin","Sweet Potato","","","","","","","","Ice cream","","Yes","Yes","No","Suburban","45 - 59","Male","$25,000 to $49,999","West South Central",1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
4337202264,"Yes","Turkey","Roasted","Bread-based","None","Yes","","","","Corn","","Fruit salad","","","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","Apple","","","","","","","","Pumpkin","","Apple cobbler","","","","","Cookies","","Ice cream","","Yes","No","No","Suburban","45 - 59","Male","$125,000 to $149,999","Middle Atlantic",1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
4337201482,"Yes","Turkey","Roasted","Bread-based","Canned","Yes","","","","","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","Vegetable salad","Yams/sweet potato casserole","Apple","","Cherry","Chocolate","","","","","Pumpkin","","Apple cobbler","","Brownies","","Cheesecake","Cookies","","Ice cream","","No","No","No","Urban","45 - 59","Male","$50,000 to $74,999","Middle Atlantic",1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
4337195940,"Yes","Turkey","Roasted","Bread-based","Canned","Yes","","","","Corn","","Fruit salad","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","Apple","","","","","","","","Pumpkin","","","","","","","","","","","No","No","No","Suburban","45 - 59","Male","$75,000 to $99,999","Mountain",1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4337191550,"Yes","Tofurkey","Baked","Bread-based","Canned","Yes","","Carrots","","","","","Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits","","","","Apple","","","","","","","","Pumpkin","","","","","","","","","Ice cream","","Yes","No","No","Urban","30 - 44","Female","$125,000 to $149,999","West South Central",1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4337190953,"Yes","Turkey","Baked","Rice-based","None","Yes","","","","Corn","Cornbread","Fruit salad","","Macaroni and cheese","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","Apple","","Cherry","","","","","","Pumpkin","Sweet Potato","Apple cobbler","Blondies","Brownies","","","Cookies","Fudge","Ice cream","Peach cobbler","No","Yes","Yes","Suburban","18 - 29","Male","Prefer not to answer","West South Central",1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1
4337188795,"No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45 - 59","Male","$0 to $9,999","Middle Atlantic",0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337188006,"Yes","Other (please specify)","Other (please specify)","None","None","No","","","","","","","","","","","","Vegetable salad","","","","","","","","","","","","","","","","","","","","","No","Yes","No","Urban","30 - 44","Female","$75,000 to $99,999","New England",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337184092,"Yes","Turkey","Baked","Bread-based","None","Yes","Brussel sprouts","","Cauliflower","","","","","","","Rolls/biscuits","","","","","Buttermilk","","Chocolate","","","","","Pumpkin","Sweet Potato","","","Brownies","","Cheesecake","Cookies","","Ice cream","","No","No","No","Urban","30 - 44","Female","$0 to $9,999","East North Central",1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
4337183363,"Yes","Turkey","Roasted","Bread-based","Canned","Yes","","","","","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","Squash","","Yams/sweet potato casserole","Apple","","","Chocolate","","","","","Pumpkin","","","","","","","","","","","No","Yes","No","Suburban","30 - 44","Male","$25,000 to $49,999","New England",1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4337169469,"No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30 - 44","Male","$25,000 to $49,999","Pacific",0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337168468,"Yes","Turkey","Roasted","Bread-based","Homemade","Yes","Brussel sprouts","","","","","Fruit salad","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","Vegetable salad","Yams/sweet potato casserole","","","","","","","","","Pumpkin","","","","","","","","","","","No","No","No","Urban","60+","Female","$200,000 and up","West North Central",1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4337165710,"Yes","Turkey","Baked","Bread-based","Canned","Yes","","","","Corn","","","","","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","","","","","","","","","Pumpkin","","","","","","","","","","","No","No","No","Urban","60+","Female","$25,000 to $49,999","East North Central",1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4337164060,"Yes","Turkey","Baked","Bread-based","Other (please specify)","Yes","","","","","","","","","Mashed potatoes","Rolls/biscuits","Squash","","Yams/sweet potato casserole","","","","","","","","","Pumpkin","","","","","","","","","","","No","No","No","Suburban","60+","Female","$100,000 to $124,999","East North Central",1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4337163790,"Yes","Turkey","Baked","Bread-based","Canned","Yes","","","","","","","Green beans/green bean casserole","","","","","Vegetable salad","Yams/sweet potato casserole","Apple","","Cherry","","","","","","Pumpkin","","","","","","Cheesecake","","","","","Yes","Yes","No","Suburban","60+","Female","$25,000 to $49,999","South Atlantic",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4337162131,"Yes","Turkey","Roasted","Bread-based","Canned","Yes","","","","","","Fruit salad","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","Vegetable salad","Yams/sweet potato casserole","Apple","","Cherry","","","","","","Pumpkin","","","","","","Cheesecake","","","","","Yes","No","No","Suburban","60+","Female","$75,000 to $99,999","Middle Atlantic",1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4337161591,"Yes","Turkey","Roasted","Bread-based","Canned","Yes","","","","Corn","","","Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits","","Vegetable salad","","Apple","","","","","","","","","","Apple cobbler","","","","","","","","","Yes","Yes","Yes","Suburban","30 - 44","Female","$50,000 to $74,999","Middle Atlantic",1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4337160605,"Yes","Turkey","Baked","Bread-based","Canned","Yes","","","","","","","","","Mashed potatoes","Rolls/biscuits","","","","","","","","","","","Pecan","Pumpkin","","","","","","","","","","","Yes","No","No","Suburban","60+","Female","$200,000 and up","Pacific",1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4337160531,"Yes","Turkey","Roasted","Bread-based","Canned","Yes","Brussel sprouts","","","Corn","","","Green beans/green bean casserole","","Mashed potatoes","","","Vegetable salad","Yams/sweet potato casserole","","","","","","","","Pecan","Pumpkin","","","","","","","Cookies","","","","Yes","No","No","Suburban","60+","Female","Prefer not to answer","East North Central",1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
4337160291,"Yes","Turkey","Baked","Bread-based","None","Yes","","","","Corn","Cornbread","","Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits","","Vegetable salad","Yams/sweet potato casserole","","Buttermilk","","","","","","Pecan","","Sweet Potato","","","","","","","","","Peach cobbler","Yes","Yes","Yes","Urban","30 - 44","Female","Prefer not to answer","West South Central",1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
4337159183,"Yes","Turkey","Baked","Bread-based","Canned","Yes","","","","Corn","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","","","","","","","","Pecan","Pumpkin","","","","","","","","","","","Yes","Yes","No","Suburban","30 - 44","Male","$100,000 to $124,999","East South Central",1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4337155647,"Yes","Turkey","Roasted","Bread-based","Canned","Yes","Brussel sprouts","Carrots","","Corn","","Fruit salad","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","Squash","","","Apple","","Cherry","","","","","Pecan","Pumpkin","","","","","","","","","","","Yes","Yes","No","Rural","60+","Female","$75,000 to $99,999","Mountain",1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4337153385,"Yes","Turkey","Roasted","Bread-based","Canned","Yes","","","","","","Fruit salad","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","Vegetable salad","Yams/sweet potato casserole","","","","Chocolate","","","","","Pumpkin","","","","","","","","","","","Yes","Yes","No","Suburban","30 - 44","Female","$50,000 to $74,999","West North Central",1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4337153198,"Yes","Turkey","Roasted","Bread-based","None","Yes","","","","Corn","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","","","","","","","","Pecan","Pumpkin","","","","","","","","","","","No","No","No","Rural","18 - 29","Male","$25,000 to $49,999","South Atlantic",1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4337153195,"Yes","Turkey","Fried","Bread-based","Homemade","Yes","","Carrots","","Corn","Cornbread","Fruit salad","Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","","","","","","Key lime","","Pecan","Pumpkin","Sweet Potato","","","Brownies","Carrot cake","Cheesecake","Cookies","Fudge","Ice cream","Peach cobbler","Yes","Yes","No","Urban","18 - 29","Male","$25,000 to $49,999","South Atlantic",1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1
4337150198,"Yes","Turkey","Roasted","Bread-based","Canned","Yes","Brussel sprouts","","","","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","Squash","Vegetable salad","","Apple","","","","","","","","Pumpkin","","","","","","","","","","","No","Yes","No","Suburban","30 - 44","Female","$100,000 to $124,999","New England",1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4337149818,"Yes","Turkey","Baked","Bread-based","Canned","Yes","","","","","","","Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","","","","","","","","","","Sweet Potato","","","","Carrot cake","","","","","","Yes","No","Yes","Rural","30 - 44","Female","$25,000 to $49,999","South Atlantic",1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4337147145,"Yes","Turkey","Roasted","Bread-based","Canned","Yes","","","","","","","Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","Apple","","","Chocolate","","","","","","","","","","","","Cookies","","","","Yes","Yes","No","Suburban","60+","Female","$50,000 to $74,999","South Atlantic",1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4337145918,"Yes","Turkey","Roasted","Bread-based","Canned","Yes","Brussel sprouts","","","","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","Apple","","","","","","","","Pumpkin","Sweet Potato","","","","","","Cookies","","","","No","No","Yes","Suburban","60+","Female","$75,000 to $99,999","South Atlantic",1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
4337144555,"No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18 - 29","Male","$50,000 to $74,999","East South Central",0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4337143515,"Yes","Turkey","Roasted","Bread-based","Homemade","Yes","","","","","Cornbread","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","Squash","","Yams/sweet potato casserole","Apple","","","","","","","","Pumpkin","","","","Brownies","","","","","","","Yes","No","No","Suburban","60+","Female","Prefer not to answer","New England",1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4337142309,"Yes","Turkey","Roasted","Bread-based","Homemade","Yes","","","","","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","Apple","","","","","","","","Pumpkin","","","","","","","","","","","Yes","No","No","Suburban","45 - 59","Male","$100,000 to $124,999","West South Central",1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4337139981,"Yes","Turkey","Roasted","Bread-based","Canned","Yes","","","","","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","Apple","","","Chocolate","","","","","Pumpkin","","","","","","","","","","","No","Yes","No","Suburban","45 - 59","Male","$100,000 to $124,999","Pacific",1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4337139366,"Yes","Turkey","Baked","Bread-based","Homemade","Yes","","","","","Cornbread","Fruit salad","","","","","","","","","Buttermilk","","","Coconut cream","","","","","","","","Brownies","","","","","","","Yes","Yes","No","Rural","30 - 44","Male","$75,000 to $99,999","West South Central",1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4337139327,"Yes","Tofurkey","Baked","Bread-based","Homemade","Yes","","","","Corn","Cornbread","Fruit salad","Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits","","","","Apple","","","","","","","","Pumpkin","","","","","","","","","","","Yes","No","No","Rural","30 - 44","Female","$75,000 to $99,999","West North Central",1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4337139127,"Yes","Turkey","Baked","Bread-based","Homemade","Yes","","","","Corn","","","Green beans/green bean casserole","","","Rolls/biscuits","","","Yams/sweet potato casserole","Apple","Buttermilk","","Chocolate","Coconut cream","","","Pecan","Pumpkin","","","","","","Cheesecake","","","Ice cream","Peach cobbler","Yes","No","No","Rural","60+","Female","$100,000 to $124,999","West South Central",1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1
4337138407,"Yes","Turkey","Roasted","Bread-based","Homemade","Yes","Brussel sprouts","","","","","","","","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","","","","","","","","Pecan","","","","","","","","","","","","Yes","No","No","Suburban","60+","Female","$50,000 to $74,999","Middle Atlantic",1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4337137158,"Yes","Turkey","Fried","Bread-based","Homemade","Yes","","","","Corn","Cornbread","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","","Buttermilk","","","","","","","Pumpkin","","","","","","","","","","","Yes","No","No","Suburban","45 - 59","Male","$200,000 and up","East South Central",1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4337136775,"Yes","Turkey","Roasted","Bread-based","Canned","Yes","","","","","","Fruit salad","","","Mashed potatoes","","","Vegetable salad","","Apple","","","","","","","Pecan","Pumpkin","","","","Brownies","","","","","Ice cream","Peach cobbler","Yes","No","No","Suburban","60+","Female","$75,000 to $99,999","East North Central",1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
4337136301,"Yes","Turkey","Fried","None","Canned","No","Brussel sprouts","Carrots","","","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","","","","","","","","","","","Pumpkin","","","","","","","","","","","Yes","Yes","No","Rural","30 - 44","Female","Prefer not to answer","New England",1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4337135261,"Yes","Turkey","Baked","Bread-based","Canned","Yes","","","","","","Fruit salad","Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","Apple","","","","","","","","Pumpkin","","Apple cobbler","","","","","","","","","Yes","No","Yes","Suburban","30 - 44","Male","$75,000 to $99,999","East North Central",1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4337131392,"Yes","Turkey","Baked","Bread-based","Canned","Yes","","Carrots","","Corn","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","Vegetable salad","Yams/sweet potato casserole","","","","","","","","Pecan","Pumpkin","","","","","","","","","","","Yes","No","No","Rural","45 - 59","Male","$125,000 to $149,999","East North Central",1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4337127124,"Yes","Turkey","Roasted","Bread-based","Homemade","Yes","","","Cauliflower","Corn","","","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","Vegetable salad","Yams/sweet potato casserole","","","","","","","","","Pumpkin","","","","","","","","","","","Yes","No","Yes","Suburban","30 - 44","Female","$100,000 to $124,999","East North Central",1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4337120626,"Yes","Turkey","Baked","Bread-based","Canned","Yes","Brussel sprouts","","","Corn","","Fruit salad","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","Vegetable salad","","","Buttermilk","","Chocolate","","","","","Pumpkin","","","","Brownies","Carrot cake","Cheesecake","Cookies","","","","No","","","","","","","",1,1,NA,NA,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0
4337117868,"Yes","Turkey","Baked","Bread-based","None","Yes","","","","Corn","","Fruit salad","Green beans/green bean casserole","","Mashed potatoes","Rolls/biscuits","","Vegetable salad","Yams/sweet potato casserole","Apple","","","","","","","Pecan","Pumpkin","","","","","","Cheesecake","","","","","Yes","No","No","Rural","60+","Female","$25,000 to $49,999","West North Central",1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
4337117491,"Yes","Turkey","Baked","Bread-based","Canned","Yes","","","","","","","","Macaroni and cheese","Mashed potatoes","Rolls/biscuits","","","Yams/sweet potato casserole","","","","","","","","","","Sweet Potato","","","","","","","","","","Yes","No","No","Suburban","30 - 44","Female","$100,000 to $124,999","South Atlantic",1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4337117150,"Yes","Turkey","Roasted","Bread-based","None","Yes","","","","Corn","Cornbread","","","","Mashed potatoes","Rolls/biscuits","","","","Apple","","","","","","","","","","","","","","","","","Ice cream","","Yes","No","Yes","Urban","30 - 44","Female","$50,000 to $74,999","East North Central",1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4337114976,"Yes","Turkey","Baked","Bread-based","Homemade","Yes","","","","","","","Green beans/green bean casserole","Macaroni and cheese","Mashed potatoes","Rolls/biscuits","","Vegetable salad","","Apple","","","","","Key lime","","","","Sweet Potato","","","","","","","","Ice cream","","Yes","No","No","Suburban","18 - 29","Female","Prefer not to answer","South Atlantic",1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
